180,26,同安区,7
181,27,永安市,1
182,27,明溪县,2
183,27,将乐县,3
184,27,大田县,4
185,27,宁化县,5
186,27,建宁县,6
187,27,沙县,7
188,27,尤溪县,8
189,27,清流县,9
190,27,泰宁县,10
191,27,梅列区,11
192,27,三元区,12
193,28,荔城区,1
194,28,仙游县,2
195,28,城厢区,3
196,28,涵江区,4
197,28,秀屿区,5
198,29,石狮市（市区）,1
199,29,石狮市（郊区城镇）,2
200,29,晋江市（市区）,3
201,29,晋江市（郊区城镇）,4
202,29,南安市,5
203,29,惠安县,6
204,29,永春县,7
205,29,安溪县,8
206,29,德化县,9
207,29,金门县,10
208,29,鲤城县,11
209,29,丰泽区,12
210,29,洛江区,13
211,29,泉港区,14
212,30,龙海市,1
213,30,平和县,2
214,30,南靖县,3
215,30,诏安县,4
216,30,漳浦县,5
217,30,华安县,6
218,30,东山县,7
219,30,长泰县,8
220,30,云宵县,9
221,30,芗城区,10
222,30,龙文区,11
223,31,建瓯市,1
224,31,邵武市,2
225,31,武夷山市,3
226,31,建阳市,4
227,31,松溪县,5
228,31,光泽县,6
229,31,顺昌县,7
230,31,浦城县,8
231,31,政和县,9
232,31,延平区,10
233,32,福安市,1
234,32,福鼎市,2
235,32,寿宁县,3
236,32,霞浦县,4
237,32,柘荣县,5
238,32,屏南县,6
239,32,古田县,7
240,32,周宁县,8
241,32,蕉城区,9
242,33,长汀县,1
243,33,武平县,2
244,33,上杭县,3
245,33,永定县,4
246,33,连城县,5
247,33,新罗区,6
248,34,永登县,1
249,34,榆中县,2
250,34,皋兰县,3
251,34,城关区,4
252,34,七里河区,5
253,34,西固区,6
254,34,安宁区,7
255,34,红古区,8
256,35,永昌县,1
257,35,金川区,2
258,36,靖远县,1
259,36,景泰县,2
260,36,会宁县,3
261,36,白银区,4
262,36,平川区,5
263,37,武山县,1
264,37,甘谷县,2
265,37,清水县,3
266,37,秦安县,4
267,37,麦积区,5
268,37,秦州区,6
269,37,张家川回族自治县,7
270,38,嘉峪关市,1
271,39,定西县,1
273,39,渭源县,2
274,39,陇西县,3
275,39,通渭县,4
276,39,漳县,5
277,39,临洮县,6
278,40,灵台县,1
279,40,静宁县,2
280,40,崇信县,3
281,40,华亭县,4
282,40,泾川县,5
283,40,庄浪县,6
284,40,崆峒区,7
285,41,庆城县,1
286,41,镇原县,2
287,41,合水县,3
288,41,华池县,4
289,41,环县,5
290,41,宁县,6
291,41,正宁县,7
292,41,西峰区,8
293,42,成县,1
294,42,礼县,2
295,42,康县,3
297,42,两当县,4
298,42,徽县,5
300,42,西和县,6
302,43,民勤县,1
303,43,古浪县,2
304,43,天祝藏族自治县,3
305,43,凉州区,4
306,44,临泽县,1
307,44,高台县,2
308,44,山丹县,3
309,44,民乐县,4
310,44,甘州区,5
311,44,肃南裕固族自治县,6
312,45,玉门市,1
313,45,肃州区,2
314,45,敦煌市,3
315,45,安西县,4
316,45,金塔县,5
317,45,阿克塞哈萨克族自治县,6
318,45,肃北蒙古族自治县,7
319,46,合作市,1
320,46,临潭县,2
321,46,卓尼县,3
323,46,迭部县,4
324,46,玛曲县,5
325,46,碌曲县,6
326,46,夏和县,7
327,47,临夏县,1
328,47,康乐县,2
329,47,永靖县,3
330,47,广河县,4
331,47,和政县,5
332,47,东乡族自治县,6
333,47,积石山保安族东乡族撒拉族自治县,7
334,48,花都区,1
335,48,番禺区,2
336,48,从化市,3
337,48,增城市,4
338,48,越秀区,5
339,48,东山区,6
340,48,海珠区,7
341,48,荔湾区,8
342,48,天河区,9
343,48,白云区,10
344,48,黄埔区,11
345,48,芳村区,12
346,49,福田区,1
347,49,罗湖区,2
348,49,南山区,3
349,49,宝安区,4
350,49,龙岗区,5
351,49,盐田区,6
352,50,斗门区,1
353,50,香洲区,2
354,50,金湾区,3
355,51,澄海市,1
356,51,潮阳市,2
357,51,南澳县,3
358,51,金园区,4
359,51,龙湖区,5
360,51,升平区,6
361,51,达濠区,7
362,51,河浦区,8
363,52,乐昌市,1
364,52,南雄市,2
365,52,仁化县,3
366,52,始兴县,4
367,52,翁源县,5
368,52,曲江县,6
369,52,新丰县,7
370,52,乳源瑶族自治县,8
371,52,北江区,9
372,52,浈江区,10
373,52,武江区,11
374,53,和平县,1
375,53,龙川县,2
376,53,紫金县,3
377,53,连平县,4
378,53,东源县,5
379,53,源城区,6
380,54,兴宁市,1
381,54,梅县,2
382,54,蕉岭县,3
383,54,大埔县,4
384,54,丰顺县,5
385,54,五华县,6
386,54,平远县,7
387,54,梅江区,8
388,55,惠阳市,1
389,55,惠东县,2
390,55,博罗县,3
391,55,龙门县,4
392,55,惠城区,5
393,56,陆丰市,1
394,56,海丰县,2
395,56,陆河县,3
396,56,城区,4
397,57,东莞市,1
398,58,中山市,1
399,59,台山市,1
400,59,新会区,2
401,59,开平市,3
402,59,鹤山市,4
403,59,恩平市,5
404,59,江海区,6
405,59,蓬江区,7
406,60,顺德区,1
407,60,南海区,2
408,60,三水区,3
409,60,高明区,4
410,60,禅城区,5
411,61,阳春市,1
412,61,阳西县,2
413,61,阳东县,3
414,61,江城区,4
415,62,廉江市,1
416,62,雷州市,2
417,62,吴川市,3
418,62,赤坎区,4
419,62,霞山区,5
420,62,坡头区,6
421,62,麻章区,7
422,62,遂溪县,8
423,62,徐闻县,9
424,63,高州市,1
425,63,化州市,2
426,63,信宜市,3
427,63,电白县,4
428,63,茂南区,5
429,63,茂港区,6
430,64,高要市,1
431,64,四会市,2
432,64,广宁县,3
433,64,德庆县,4
434,64,封开县,5
435,64,怀集县,6
436,64,端州区,7
437,64,鼎湖区,8
438,65,英德市,1
439,65,连州市,2
440,65,佛冈县,3
441,65,阳山县,4
442,65,连山壮族瑶族自治县,5
443,65,连南瑶族自治县,6
444,65,清城区,7
445,65,清新县,8
446,66,潮安县,1
447,66,饶平县,2
448,66,湘桥区,3
449,67,普宁市,1
450,67,揭东县,2
451,67,揭西县,3
452,67,惠来县,4
453,67,榕城区,5
454,68,罗定市,1
455,68,云安县,2
456,68,新兴县,3
457,68,郁南县,4
458,68,云城区,5
459,69,柳江县,1
460,69,柳城县,2
461,69,城中区,3
462,69,鱼峰区,4
463,69,柳北区,5
464,69,柳南区,6
465,69,鹿寨县,7
466,69,融安县,8
467,69,融水苗族自治县,9
468,69,三江侗族自治县,10
469,70,阳朔县,1
470,70,临桂县,2
471,70,灵川县,3
472,70,全州县,4
473,70,平乐县,5
474,70,兴安县,6
475,70,灌阳县,7
476,70,荔浦县,8
477,70,资源县,9
478,70,永福县,10
479,70,龙胜各族自治县,11
480,70,恭城瑶族自治县,12
481,70,秀峰区,13
482,70,叠彩区,14
483,70,象山区,15
484,70,七星区,16
485,70,雁山区,17
486,71,岑溪市,1
487,71,苍梧县,2
488,71,藤县,3
489,71,蒙山县,4
490,71,万秀区,5
491,71,蝶山区,6
492,71,市郊区,7
493,72,合浦县,1
494,72,海城区,2
495,72,银海区,3
496,72,铁山港区,4
497,73,邕宁县,1
498,73,武鸣县,2
499,73,新城区,3
500,73,兴宁区,4
501,73,永新区,5
502,73,城北区,6
503,73,江南区,7
504,73,市郊区,8
505,73,凭祥市马山县,9
506,73,扶绥县,10
507,73,大新县,11
508,73,上林县,12
509,73,崇左县,13
510,73,天等县,14
511,73,宾阳县,15
512,73,宁明县,16
513,73,隆安县,17
514,73,横县,18
515,73,龙州县,19
516,73,南宁市,20
517,74,北流市,1
518,74,陆川县,2
519,74,博白县,3
520,74,兴业县,4
521,74,玉州区,5
522,74,容县,6
523,75,兴宾区,1
524,75,象州县,2
525,75,合山市,3
526,75,武宣县,4
527,75,忻城县,5
528,75,金秀瑶族自治县,6
529,76,西林县,1
530,76,乐业县,2
531,76,德保县,3
532,76,田林县,4
533,76,田阳县,5
534,76,靖西县,6
535,76,田东县,7
536,76,那坡县,8
537,76,隆林各族自治县,9
538,76,凌云县,10
539,76,右江区,11
540,76,平果县,12
541,77,东兴市,1
542,77,港口区,2
543,77,防城区,3
544,77,上思县,4
545,78,灵山县,1
546,78,浦北县,2
547,78,钦南区,3
548,78,钦北区,4
549,79,桂平市,1
550,79,平南县,2
551,79,港北区,3
552,79,港南区,4
554,80,八步区,1
555,80,钟山县,2
556,80,昭平县,3
557,80,富川瑶族自治县,4
558,81,宜州市,1
559,81,天峨县,2
560,81,凤山县,3
561,81,南丹县,4
562,81,东兰县,5
563,81,都安瑶族自治县,6
564,81,罗城仫佬族自治县,7
565,81,环江毛南族自治县,8
566,81,大化瑶族自治县,9
567,81,巴马瑶族自治县,10
568,81,金城江区,11
569,82,江州区,1
570,82,凭祥市,2
571,82,扶绥县,3
572,82,大新县,4
573,82,天等县,5
574,82,宁明县,6
575,82,龙州县,7
576,83,清镇市,1
577,83,开阳县,2
578,83,修文县,3
579,83,息烽县,4
580,83,南明区,5
581,83,云岩区,6
582,83,花溪区,7
583,83,乌当区,8
584,83,白云区,9
585,83,小河区,10
586,84,水城县,1
587,84,盘县,2
588,84,六枝特区,3
589,84,钟山区,4
590,85,赤水市,1
591,85,仁怀市,2
592,85,绥阳县,3
593,85,桐梓县,4
594,85,习水县,5
595,85,凤冈县,6
596,85,正安县,7
597,85,余庆县,8
598,85,湄潭县,9
599,85,道真仡佬族苗族自治县,10
600,85,务川仡佬族苗族自治县,11
601,85,红花岗区,12
602,85,遵义县,13
603,86,铜仁市,1
604,86,江口县,2
605,86,思南县,3
606,86,石阡县,4
607,86,玉屏侗族自治县,5
608,86,松桃苗族自治县,6
609,86,印江土家族苗族自治县,7
610,86,沿河土家族自治县,8
611,86,万山特区,9
612,86,德江县,10
613,87,毕节市,1
614,87,大方县,2
615,87,织金县,3
616,87,金沙县,4
617,87,赫章县,5
618,87,纳雍县,6
619,87,威宁彝族回族苗族自治县,7
620,87,黔西县,8
621,88,普定县,1
622,88,平坝县,2
623,88,镇宁布依族苗族自治县,3
624,88,紫云苗族布依族自治县,4
625,88,关岭布依族苗族自治县,5
626,88,西秀区,6
627,89,兴义市,1
628,89,兴仁县,2
629,89,普安县,3
630,89,册亨县,4
631,89,晴隆县,5
632,89,贞丰县,6
633,89,安龙县,7
634,89,望谟县,8
635,90,福泉市贵定县,1
636,90,惠水县,2
637,90,罗甸县,3
638,90,瓮安县,4
639,90,荔波县,5
640,90,龙里县,6
641,90,平塘县,7
642,90,长顺县,8
643,90,独山县,9
644,90,三都水族自治县,10
645,91,施秉县,1
646,91,从江县,2
647,91,锦屏县,3
648,91,镇远县,4
649,91,麻江县,5
650,91,台江县,6
651,91,天柱县,7
652,91,黄平县,8
653,91,榕江县,9
654,91,剑河县,10
655,91,三穗县,11
656,91,雷山县,12
657,91,黎平县,13
658,91,岑巩县,14
659,91,丹寨县,15
660,91,凯里市,16
661,92,美兰区,1
662,92,龙华区,2
663,92,秀英区,3
664,92,琼山区,4
665,93,三亚市,1
666,94,五指山市,1
667,94,琼海市,2
668,94,儋州市,3
669,94,保亭黎族苗族自治县,4
670,94,文昌市,5
671,94,万宁市,6
672,94,东方市,7
673,94,澄迈县,8
674,94,定安县,9
675,94,屯昌县,10
676,94,临高县,11
677,94,白沙黎族自治县,12
678,94,昌江黎族自治县,13
679,94,乐东黎族自治县,14
680,94,陵水黎族自治县,15
681,94,琼中黎族苗族自治县,16
682,95,辛集市,1
683,95,藁城市,2
684,95,晋州市,3
685,95,新乐市,4
686,95,鹿泉市,5
687,95,平山县,6
688,95,井陉县,7
689,95,栾城县,8
690,95,正定县,9
691,95,行唐县,10
692,95,灵寿县,11
693,95,高邑县,12
694,95,赵县,13
695,95,赞皇县,14
696,95,深泽县,15
697,95,无极县,16
698,95,元氏县,17
699,95,桥西区,18
700,95,长安区,19
701,95,桥东区,20
702,95,新华区,21
703,95,裕华区,22
704,95,井陉矿区,23
705,96,武安市,1
706,96,邯郸县,2
707,96,永年县,3
708,96,曲周县,4
709,96,馆陶县,5
710,96,魏县,6
711,96,成安县,7
712,96,大名县,8
713,96,涉县,9
714,96,鸡泽县,10
715,96,邱县,11
716,96,广平县,12
717,96,肥乡县,13
718,96,临漳县,14
719,96,磁县,15
720,96,丛台区,16
721,96,复兴区,17
722,96,邯山区,18
723,96,峰峰矿区,19
724,97,南宫市,1
725,97,沙河市,2
726,97,邢台县,3
727,97,柏乡县,4
728,97,任县,5
729,97,清河县,6
730,97,宁晋县,7
731,97,威县,8
732,97,隆尧县,9
733,97,临城县,10
734,97,广宗县,11
735,97,临西县,12
736,97,内邱县,13
737,97,平乡县,14
738,97,巨鹿县,15
739,97,新河县,16
740,97,南和县,17
741,97,桥东区,18
742,97,桥西区,19
743,98,涿州市,1
744,98,定州市,2
745,98,安国市,3
746,98,高碑店市,4
747,98,满城县,5
748,98,清苑县,6
749,98,涞水县,7
750,98,阜平县,8
751,98,徐水县,9
752,98,唐县,10
753,98,高阳县,11
754,98,容城县,12
755,98,涞源县,13
756,98,望都县,14
757,98,定兴县,15
758,98,安新县,16
759,98,易县,17
760,98,曲阳县,18
761,98,蠡县,19
762,98,顺平县,20
763,98,博野县,21
764,98,雄县,22
765,98,新市区,23
766,98,南市区,24
767,98,北市区,25
768,99,宣化县,1
769,99,康保县,2
770,99,张北县,3
771,99,阳原县,4
772,99,赤城县,5
773,99,沽源县,6
774,99,怀安县,7
775,99,怀来县,8
776,99,崇礼县,9
777,99,尚义县,10
778,99,蔚县,11
779,99,涿鹿县,12
780,99,万全县,13
781,99,桥西区,14
782,99,桥东区,15
783,99,宣化区,16
784,99,下花园区,17
785,100,承德县,1
786,100,兴隆县,2
787,100,隆化县,3
788,100,平泉县,4
789,100,滦平县,5
790,100,丰宁满族自治县,6
791,100,围场满族蒙古族自治县,7
792,100,宽城满族自治县,8
793,100,双桥区,9
794,100,双滦区,10
795,100,鹰手营子矿区,11
796,101,遵化市,1
797,101,丰南区,2
798,101,迁安市,3
799,101,迁西县,4
800,101,滦南县,5
801,101,丰润区,6
802,101,玉田县,7
803,101,唐海县,8
804,101,乐亭县,9
805,101,滦县,10
806,101,路北区,11
807,101,路南区,12
808,101,古冶区,13
809,101,开平区,14
810,102,昌黎县,1
811,102,卢龙县,2
812,102,抚宁县,3
813,102,青龙满族自治县,4
814,102,海港区,5
815,102,山海关区,6
816,102,北戴河区,7
817,103,泊头市,1
818,103,任丘市,2
819,103,黄骅市,3
820,103,河间市,4
821,103,沧县,5
822,103,青县,6
823,103,献县,7
824,103,东光县,8
825,103,海兴县,9
826,103,盐山县,10
827,103,肃宁县,11
828,103,南皮县,12
829,103,吴桥县,13
830,103,孟村回族自治县,14
831,103,运河区,15
832,103,新华区,16
833,104,霸州市,1
834,104,三河市,2
835,104,固安县,3
836,104,永清县,4
837,104,香河县,5
838,104,大城县,6
839,104,文安县,7
840,104,大厂回族自治县,8
841,104,安次区,9
842,104,广阳区,10
843,105,冀州市,1
844,105,深州市,2
845,105,饶阳县,3
846,105,枣强县,4
847,105,故城县,5
848,105,安平县,6
849,105,武邑县,7
850,105,景县,8
851,105,武强县,9
852,105,阜城县,10
853,105,桃城区,11
854,106,阿城市,1
855,106,尚志市,2
856,106,双城市,3
857,106,五常市,4
858,106,呼兰县,5
859,106,方正县,6
860,106,宾县,7
861,106,依兰县,8
862,106,巴彦县,9
863,106,通河县,10
864,106,木兰县,11
865,106,延寿县,12
866,106,道里区,13
867,106,南岗区,14
868,106,动力区,15
869,106,平房区,16
870,106,香坊区,17
871,106,太平区,18
872,106,道外区,19
873,107,讷河市,1
874,107,富裕县,2
875,107,拜泉县,3
876,107,甘南县,4
877,107,依安县,5
878,107,克山县,6
879,107,泰来县,7
880,107,克东县,8
881,107,龙江县,9
882,107,龙沙区,10
883,107,昂昂溪区,11
884,107,铁锋区,12
885,107,建华区,13
886,107,富拉尔基区,14
887,107,碾子山区,15
888,107,梅里斯达斡尔族区,16
889,108,萝北县,1
890,108,绥滨县,2
891,108,兴山区,3
892,108,工农区,4
893,108,南山区,5
894,108,兴安区,6
895,108,向阳区,7
896,108,东山区,8
897,109,集贤县,1
898,109,宝清县,2
899,109,友谊县,3
900,109,饶河县,4
901,109,尖山区,5
902,109,岭东区,6
903,109,四方台区,7
904,109,宝山区,8
905,110,密山市,1
906,110,虎林市,2
907,110,鸡东县,3
908,110,鸡冠区,4
909,110,恒山区,5
910,110,城子河区,6
911,110,滴道区,7
912,110,梨树区,8
913,110,麻山区,9
914,111,林甸县,1
915,111,肇州县,2
916,111,肇源县,3
917,111,大同区,4
918,111,萨尔图区,5
919,111,红岗区,6
920,111,龙凤区,7
921,111,让胡路区,8
922,111,杜尔伯特蒙古族自治县,9
923,112,铁力市,1
924,112,嘉荫县,2
925,112,伊春区,3
926,112,带岭区,4
927,112,南岔区,5
928,112,金山屯区,6
929,112,西林区,7
930,112,美溪区,8
931,112,乌马河区,9
932,112,翠峦区,10
933,112,友好区,11
934,112,上甘岭区,12
935,112,五营区,13
936,112,红星区,14
937,112,新青区,15
938,112,汤旺河区,16
939,112,乌伊岭区,17
940,113,宁安市,1
941,113,海林市,2
942,113,穆棱市,3
943,113,林口县,4
944,113,东宁县,5
945,113,爱民区,6
946,113,东安区,7
947,113,阳明区,8
948,113,西安区,9
949,113,绥芬河市,10
950,114,同江市,1
951,114,富锦市,2
952,114,桦川县,3
953,114,抚远县,4
954,114,桦南县,5
955,114,汤原县,6
956,114,前进区,7
957,114,永红区,8
958,114,向阳区,9
959,114,东风区,10
960,114,郊区,11
961,115,勃利县,1
962,115,桃山区,2
963,115,新兴区,3
964,115,茄子河区,4
965,116,安达市,1
966,116,肇东市,2
967,116,海伦市,3
968,116,绥棱县,4
969,116,兰西县,5
970,116,明水县,6
971,116,青冈县,7
972,116,庆安县,8
973,116,望奎县,9
974,116,北林区,10
975,117,北安市,1
976,117,五大连池市,2
977,117,逊克县,3
978,117,嫩江县,4
979,117,孙吴县,5
980,117,爱辉区,6
981,118,呼玛县,1
982,118,塔河县,2
983,118,漠河县,3
984,119,巩义市,1
985,119,荥阳市,2
986,119,新密市,3
987,119,新郑市,4
988,119,中牟县,5
989,119,金水区,6
990,119,中原区,7
991,119,二七区,8
992,119,上街区,9
993,119,邙山区,10
994,119,管城回族区,11
995,119,登封市,12
996,120,偃师市,1
997,120,孟津县,2
998,120,新安县,3
999,120,宜阳县,4
1000,120,嵩县,5
1001,120,栾川县,6
1002,120,汝阳县,7
1003,120,洛宁县,8
1004,120,伊川县,9
1005,120,西工区,10
1006,120,涧西区,11
1007,120,老城区,12
1008,120,吉利区,13
1009,120,瀍河回族区,14
1010,120,洛龙区,15
1011,121,开封县,1
1012,121,兰考县,2
1013,121,尉氏县,3
1014,121,通许县,4
1015,121,杞县,5
1016,121,鼓楼区,6
1017,121,龙亭区,7
1018,121,南关区,8
1019,121,顺河回族区,9
1020,121,郊区,10
1021,122,汝州市,1
1022,122,舞钢市,2
1023,122,叶县,3
1024,122,宝丰县,4
1025,122,鲁山县,5
1026,122,郏县,6
1027,122,新华区,7
1028,122,卫东区,8
1029,122,湛河区,9
1030,122,石龙区,10
1031,123,孟州市,1
1032,123,沁阳市,2
1033,123,修武县,3
1034,123,温县,4
1035,123,博爱县,5
1036,123,武陟县,6
1037,123,解放区,7
1038,123,山阳区,8
1039,123,中站区,9
1040,123,马村区,10
1041,124,淇县,1
1042,124,浚县,2
1043,124,山城区,3
1044,124,鹤山区,4
1045,124,淇滨区,5
1046,125,卫辉市,1
1047,125,辉县市,2
1048,125,新乡县,3
1049,125,获嘉县,4
1050,125,封丘县,5
1051,125,延津县,6
1052,125,原阳县,7
1053,125,长垣县,8
1054,125,郊区,9
1055,125,红旗区,10
1056,125,北站区,11
1057,125,新华区,12
1058,126,林州市,1
1059,126,安阳县,2
1060,126,汤阴县,3
1061,126,滑县,4
1062,126,内黄县,5
1063,126,北关区,6
1064,126,文峰区,7
1065,126,殷都区,8
1066,126,龙安区,9
1067,127,濮阳县,1
1068,127,清丰县,2
1069,127,南乐县,3
1070,127,范县,4
1071,127,台前县,5
1072,127,市区,6
1073,128,禹州市,1
1074,128,长葛市,2
1075,128,许昌县,3
1076,128,鄢陵县,4
1077,128,襄城县,5
1078,128,魏都区,6
1079,129,舞阳县,1
1080,129,临颍县,2
1081,129,郾城县,3
1082,129,源汇区,4
1083,130,义马市,1
1084,130,灵宝市,2
1085,130,渑池县,3
1086,130,陕县,4
1087,130,湖滨区,5
1088,130,卢氏县,6
1089,131,梁园区,1
1090,131,永城市,2
1091,131,睢阳区,3
1092,131,虞城县,4
1093,131,民权县,5
1094,131,宁陵县,6
1095,131,柘城县,7
1096,131,睢县,8
1097,131,夏邑县,9
1098,132,项城市,1
1099,132,郸城县,2
1100,132,淮阳县,3
1101,132,沈丘县,4
1102,132,扶沟县,5
1103,132,商水县,6
1104,132,太康县,7
1105,132,鹿邑县,8
1106,132,西华县,9
1107,132,川汇区,10
1108,133,驿城区,1
1109,133,确山县,2
1110,133,泌阳县,3
1111,133,遂平县,4
1112,133,西平县,5
1113,133,上蔡县,6
1114,133,汝南县,7
1115,133,平舆县,8
1116,133,新蔡县,9
1117,133,正阳县,10
1118,134,罗山县,1
1119,134,潢川县,2
1120,134,息县,3
1121,134,淮滨县,4
1122,134,固始县,5
1123,134,商城县,6
1124,134,光山县,7
1125,134,新县,8
1126,134,浉河区,9
1127,134,平桥区,10
1128,135,邓州市,1
1129,135,南召县,2
1130,135,方城县,3
1131,135,社旗县,4
1132,135,唐河县,5
1133,135,桐柏县,6
1134,135,新野县,7
1135,135,镇平县,8
1136,135,内乡县,9
1137,135,淅川县,10
1138,135,西峡县,11
1139,135,卧龙区,12
1140,135,宛城区,13
1141,136,济源市,1
1142,137,江岸区,1
1143,137,武昌区,2
1144,137,江汉区（中环线以内）,3
1145,137,硚口区（中环线以内）,4
1146,137,汉阳区（中环线以外）,5
1147,137,洪山区（中环线以内除天兴洲）,6
1148,137,东西湖区,7
1149,137,汉南区,8
1150,137,蔡甸区,9
1151,137,江夏区,10
1152,137,黄陂区,11
1153,137,新洲区,12
1154,137,青山区（中环线以内）,13
1155,137,青山区（中环线以外）,14
1156,137,江汉区（中环线以外）,15
1157,137,洪山区（中环线以外且包括天兴洲）,16
1158,137,硚口区（中环线以外）,17
1159,137,汉阳区（中环线以内）,18
1160,138,黄石港区,1
1161,138,西塞山区,2
1162,138,下陆区,3
1163,138,铁山区,4
1164,138,大冶市,5
1165,138,阳新县,6
1166,139,襄城区,1
1167,139,樊城区,2
1168,139,老河口市,3
1169,139,枣阳市,4
1170,139,宜城市,5
1171,139,襄阳县,6
1172,139,南漳县,7
1173,139,谷城县,8
1174,139,保康县,9
1175,139,襄阳区,10
1176,140,张湾区,1
1177,140,茅箭区,2
1178,140,丹江口市,3
1179,140,郧县,4
1180,140,郧西县,5
1181,140,竹山县,6
1182,140,竹溪县,7
1183,140,房县,8
1184,141,西陵区,1
1185,141,伍家岗区,2
1186,141,点军区,3
1187,141,猇亭区,4
1188,141,宜都市,5
1189,141,当阳市,6
1190,141,枝江市,7
1191,141,宜昌县,8
1192,141,秭归县,9
1193,141,远安县,10
1194,141,兴山县,11
1195,141,五峰土家族自治县,12
1196,141,长阳土家族自治县,13
1197,141,夷陵区,14
1198,142,沙市区,1
1199,142,荆州区,2
1200,142,洪湖市,3
1201,142,石首市,4
1202,142,松滋市,5
1203,142,监利县,6
1204,142,公安县,7
1205,142,江陵县,8
1206,143,鄂城区,1
1207,143,华容区,2
1208,143,梁子湖区,3
1209,144,孝南区,1
1210,144,应城市,2
1211,144,安陆市,3
1212,144,汉川市,4
1213,144,云梦县,5
1214,144,大悟县,6
1215,144,孝昌县,7
1216,145,黄州区,1
1217,145,麻城市,2
1218,145,武穴市,3
1219,145,红安县,4
1220,145,罗田县,5
1221,145,浠水县,6
1222,145,蕲春县,7
1223,145,黄梅县,8
1224,145,英山县,9
1225,145,团风县,10
1226,146,咸安区,1
1227,146,赤壁市,2
